"t=1","t=2","t=3","t=4","t=5","t=6","t=7","t=8","t=9","t=10","t=11","t=12","t=13","t=14","t=15","t=16","t=17","t=18","t=19","t=20","t=21","t=22","t=23","t=24","t=25","t=26","t=27","t=28","t=29","t=30","t=31","t=32","t=33","t=34","t=35","t=36","t=37","t=38","t=39","t=40","t=41","t=42","t=43","t=44","t=45","t=46","t=47","t=48","t=49","t=50","t=51","t=52","t=53","t=54","t=55","t=56","t=57","t=58","t=59","t=60","t=61","t=62","t=63","t=64","t=65","t=66","t=67","t=68","t=69","t=70","t=71","t=72","t=73","t=74","t=75","t=76","t=77","t=78","t=79","t=80","t=81","t=82","t=83","t=84","t=85","t=86","t=87","t=88","t=89","t=90","t=91","t=92","t=93","t=94","t=95","t=96","t=97","t=98","t=99","t=100"
0.666002135183637,0.691593705126111,0.507250724090633,0.490287133708532,0.519686236420401,0.738000289677306,0.751373238934886,0.688285947602458,0.717534534895688,0.910835116988958,0.606274371003823,0.891834229288317,0.870675467012432,0.832120326943649,0.917559649656999,0.92237886327295,0.897744488747928,0.865674436910214,0.969302181354552,0.959678122931078,0.959537758383377,0.764423618306853,0.923291320236504,0.976522438246404,0.948467781451244,0.809321331890546,0.966839593170583,0.953621729815132,0.938156042596991,0.907582735633793,0.972695112738974,0.961656411168308,0.965685651328893,0.890903325445445,0.926282995111536,0.872254738278603,0.903003344247441,0.846748975599275,0.783263695825013,0.776421126835579,0.84767635652259,0.722599068872095,0.781606805184099,0.822074176938833,0.79865397155019,0.428370792118552,0.545584869857677,0.546626891187995,0.258698556753958,0.595514278938609,0.3078100248286,0.336682283848739,0.343375828874845,0.436946948804377,0.249468099422903,0.408417984555225,0.316776227138756,0.33579311907981,0.499175553667622,0.45074269624703,0.0844766616401064,0.0963530309025751,0.344726560439619,0.125001190547476,0.248553666028837,0.0563050724228329,0.107545311246667,0.254960152900712,0.0332774192380227,0.0517873695207336,0.0346239304129166,0.0592869179201298,0.0287080769958068,0.0399421926084764,0.0660527944132177,0.027719301972044,0.0853915307378609,0.0386531552990497,0.0246532863231327,0.0404072132079847,0.0471060000474362,0.0361084144101474,0.0276166045403404,0.0504304566882253,0.134923737379916,0.0369458220447521,0.105131331934583,0.144423186198708,0.326695720411952,0.435539125725198,0.20225053869785,0.212547857774701,0.288653715819203,0.168293035728816,0.514973750867588,0.225629090489533,0.44924816244059,0.397975713356528,0.571425104833071,0.632441123513285
0.520358492882849,0.591398039623705,0.546052689112696,0.610516192715417,0.711483333831988,0.767010964416895,0.697745330438269,0.817740412145974,0.821177780027063,0.703027591984652,0.524603436262668,0.777107398438399,0.903974081727194,0.825112507743922,0.84362042058131,0.912327771259002,0.930915658243813,0.966301234061779,0.940790531266347,0.913598253667256,0.955527993494045,0.958358854201596,0.930541027542829,0.962824877208418,0.957619448242288,0.974108921155545,0.940322877628991,0.90225211536848,0.550341311290259,0.804087518875135,0.875071565970756,0.931738300204144,0.890905148342431,0.70364940863684,0.931277843724715,0.816582098160647,0.851372333108894,0.856996601292219,0.822180569878118,0.654395729670064,0.871120218545751,0.891552210704629,0.487280906915712,0.749373552911745,0.501217528264485,0.627495407009709,0.443097244716582,0.743089840036878,0.412915194171459,0.592235215329378,0.423608704708614,0.217827527751593,0.757874853275385,0.157423542186008,0.285258910520637,0.211717714514115,0.533054798580115,0.378342366722113,0.394241505695438,0.149760183780899,0.376799114618612,0.240670435347771,0.323921008276794,0.353244657199549,0.0713878869322456,0.0991515411554175,0.286342093622187,0.0664671917846887,0.0983754491216746,0.112529461723281,0.292225512481869,0.0861747894088822,0.0199957258911415,0.0188265105034494,0.0132353197664696,0.0375823980517403,0.0371284949095999,0.0321972177246297,0.170076091300633,0.135642498168607,0.0516435121981435,0.0774011579942879,0.0880321077080447,0.0646331142053335,0.174156985186926,0.0886484028688916,0.126678213097208,0.0631254774328637,0.109155010743924,0.270002550036322,0.294682408276533,0.387922582150153,0.584278585931747,0.335119497934543,0.291051653684325,0.371228864793256,0.495419374566102,0.200994129946928,0.605383929011521,0.506415345343877
0.405658416813013,0.452765060167546,0.361807593657152,0.547391087402921,0.745049300492983,0.722791334754221,0.708921451765324,0.684982158231452,0.882272275801618,0.85753002273173,0.921239225661532,0.870335548819723,0.750637083920955,0.627578800218937,0.796042696930492,0.907465423068018,0.925457439357186,0.538463647947258,0.713682857528466,0.71351905737985,0.899326553131563,0.988096369879349,0.937352251099428,0.970829208341941,0.936204039749262,0.961693561419463,0.964182173329687,0.97814983766644,0.970979507959857,0.886029524859677,0.78189460961492,0.896586004846387,0.945040862997825,0.954296123437019,0.897606373108856,0.710323559272026,0.911471686162141,0.529958590561411,0.85560803760169,0.732407668943659,0.666332646653392,0.564641913229307,0.759840609615296,0.524189614201805,0.824301663304024,0.699757565629675,0.796804503844523,0.728585974810512,0.525005939193695,0.371257536995739,0.577423093576949,0.59679772296424,0.260140154538195,0.283576989293336,0.552276680003118,0.28570874056369,0.166537370674812,0.169031770694017,0.114382262519813,0.0976495098680762,0.168495235126626,0.336065034927073,0.090563296232503,0.131805582952775,0.0517085774535053,0.134998208719042,0.030366885539765,0.0542891786843098,0.0379428597166653,0.119504226254977,0.0464852246043305,0.113013568161234,0.0191890901416518,0.0406947960750995,0.0409370093997286,0.0156550758359168,0.0109916374865644,0.0219549190035625,0.0449897351582555,0.0537637160889569,0.0231472327298751,0.275741530078713,0.110356982181893,0.0622359316124264,0.0435625323863964,0.0769330543195307,0.104490748561402,0.101553498273047,0.201888883406677,0.176505077538465,0.221717998603106,0.370348189844709,0.390291523843322,0.232394581588894,0.255541476281344,0.482683005666116,0.475300389784974,0.312666427670925,0.519393002492946,0.549707365315551
0.562899526051251,0.681062841597493,0.6305728766333,0.774705844072756,0.718860508971234,0.626279726779877,0.541815705311502,0.435444903727166,0.375863802648349,0.441460070103549,0.575056520581007,0.749443074070591,0.908954395723725,0.732818451722425,0.830925087313181,0.935822238869325,0.949060253326068,0.840977927279857,0.94652812861316,0.852004712925618,0.921758866988952,0.948126953888716,0.932648299047735,0.955131704300211,0.948010178807627,0.982322472896168,0.935038162063544,0.972304235005393,0.945162054504699,0.836151726627537,0.902435076642645,0.948671273733101,0.919359041473355,0.923616857616799,0.856316577755969,0.862392178678246,0.743208723404607,0.721549416853381,0.518384943936515,0.879557345517278,0.811529427271838,0.71869499782262,0.57550343617222,0.534752902580482,0.573910250190885,0.774490611140341,0.626746808993038,0.47872973692526,0.321486198547056,0.521110214945734,0.236499502367898,0.582148756614791,0.335016707742241,0.269835901003251,0.517093423460079,0.21154404060595,0.189070590299406,0.448578733141355,0.312508320638258,0.179244222743084,0.103560127749268,0.286702075420103,0.394800107715143,0.124602989586226,0.103234274802748,0.0823831730868639,0.0586610954892672,0.0737648935178775,0.0232426134863842,0.0613557357384964,0.075327846754299,0.0244500265432679,0.0677152457242618,0.0379634708990921,0.0441862776591293,0.0200506449338017,0.0284791285623515,0.0391130313089285,0.121704515128265,0.0548565336482024,0.0823438418235979,0.0382630123378842,0.115827492677059,0.0631994519269888,0.187659788596522,0.184583371824431,0.282033538345897,0.0731530750809179,0.214221928588167,0.387645305161669,0.143322590791203,0.240949835956498,0.229117879328086,0.312061150104706,0.472750613274796,0.316535255910847,0.365800557671425,0.349522402020175,0.598737590622616,0.479619220912418
0.517402407961976,0.411171373254158,0.470426040373193,0.502204414102576,0.674870515361831,0.638844898301616,0.737923974485053,0.514032103371663,0.641027964155912,0.589558073694708,0.924593866517036,0.824959651982841,0.889671358867334,0.936268616643342,0.962517747200458,0.838588016662283,0.967687344207604,0.833148413337682,0.831918490992351,0.797929177316678,0.971882403061814,0.946736365363312,0.958637333844142,0.967495265671258,0.979290002419425,0.988567653681362,0.952708734556352,0.976317545022052,0.901844517170064,0.951592066227501,0.936795278884526,0.869000882008797,0.943839172461079,0.925550625446321,0.911603740111547,0.8262374813292,0.792196382767478,0.9145829238544,0.834482676541436,0.682042684420336,0.792976794445317,0.451478160068039,0.624476049428092,0.817589110469528,0.797200607842936,0.630020756291318,0.245675363888185,0.602916408833562,0.792253836409443,0.486930402736863,0.458792450340991,0.619915952368667,0.495433117513211,0.208674343067811,0.36991843146973,0.325446908544493,0.274754622264144,0.22189388563195,0.313569211917711,0.0633948275903382,0.182365637996969,0.131190877181227,0.0507718919455189,0.0623910502323511,0.170027296518874,0.129717517140478,0.035976008885612,0.0460028073735891,0.0405739186114303,0.0992734364960638,0.0322454046401781,0.0189860704190138,0.0352997751403423,0.0307231573575268,0.0958606234929417,0.0227503817186646,0.0312587606024383,0.0354553659568822,0.0209619007565157,0.0844910153372054,0.084030912781521,0.108257555998122,0.0342749513876331,0.126349995375465,0.199183423175177,0.0850000439043058,0.20783017105802,0.106330042041946,0.352712400677793,0.222725402041433,0.0862161455401541,0.252659474851633,0.370829949736161,0.136861407830326,0.254911654060489,0.366102140851136,0.50826736684605,0.690650425402189,0.253315474702205,0.386690136184804
0.559539865383845,0.422807053889779,0.328975716228982,0.587682194148307,0.839580106362223,0.47555261280039,0.520655990211347,0.700665674248704,0.782903703277082,0.890690879369874,0.748343995949047,0.79207582475857,0.849024435755829,0.926252598782026,0.885760219581469,0.911946299069943,0.938758330537622,0.961118381334634,0.951973705029364,0.957325547035758,0.921775620980019,0.953882522196185,0.935482105577702,0.973895891527019,0.961658544349869,0.956567119688168,0.96887825826991,0.945718329642389,0.972719396082849,0.97254956089759,0.832718597092452,0.932034996510825,0.922673948039357,0.79729102691123,0.773699894878094,0.846819411194968,0.777998899652909,0.883701176298049,0.882290501850888,0.923478144032542,0.689028311577293,0.797436568238972,0.665177098699296,0.671203668609439,0.790158116071333,0.684075051243116,0.548273942315998,0.524667715026291,0.461849226150154,0.421475182770269,0.711404178486146,0.429977650857151,0.387066370581874,0.124141094738556,0.295167853621277,0.349249289709946,0.252219944355637,0.194675597202648,0.15864428528914,0.0698519795596553,0.119464737635926,0.229087624014141,0.0921003127609434,0.181646643288116,0.0825056155112921,0.0858845556561737,0.039777217455459,0.0699443045134875,0.0614558575352266,0.0280670161859199,0.126968030900476,0.0226053569897711,0.0273899887792289,0.0276754634541324,0.112812741323442,0.0216328981795672,0.0227463064285173,0.060640991389934,0.109587936580332,0.0340097654316138,0.0989730288667191,0.100668350952657,0.202536308304429,0.146539810965303,0.0976105705805933,0.10895265199654,0.147366253273893,0.102997629439058,0.116911961667168,0.106847493625751,0.384208064806026,0.453409656694045,0.262391777884205,0.251870138194843,0.531669983428414,0.423112252527238,0.391178115762475,0.374353363644515,0.646489565420753,0.198467092321481
0.474312851228624,0.605933648984547,0.75035897934016,0.774261645463481,0.848892542102392,0.807126516084932,0.863116931636457,0.832714993870325,0.833891033463985,0.788844104303342,0.660439519903832,0.847374117291567,0.909521943154712,0.900183481528639,0.723234585828082,0.913104650255199,0.798601581525201,0.935797593300877,0.877838326428255,0.968723743671219,0.955217267251549,0.983155368982009,0.982235251553359,0.968587894026212,0.950907135210133,0.938361148227962,0.942649410968472,0.951887616741358,0.96451892463356,0.963869588665921,0.952787377703545,0.934142869739021,0.937630107370406,0.938181095090587,0.923650388267752,0.727657153856138,0.952430558252105,0.820924494510415,0.83293486736771,0.915122638913463,0.706716758640092,0.759481317396015,0.635057441132922,0.648960440947671,0.879308561659191,0.531852396854908,0.403217175125078,0.748655667353319,0.435008797026471,0.543775644265682,0.665851774606213,0.306418883122799,0.32619316629922,0.448949958806615,0.397335123440574,0.395834294676249,0.492102639559727,0.283432665880934,0.272209054749779,0.149752687074622,0.247027797576247,0.319609145640671,0.101784258675352,0.479231569554043,0.0671852205967181,0.043404810481598,0.0495271599142693,0.0827326453388858,0.0796336047013863,0.0412238709264595,0.0333127048590391,0.0558921029505444,0.16215301488952,0.0394822744955803,0.110525292715122,0.0178904093897095,0.0655631936347846,0.0225483514080347,0.0340402710549298,0.172192938823366,0.027624438372497,0.103209396662149,0.0377586219306118,0.103025386668677,0.0477889074913328,0.180632856698955,0.269354024793491,0.145475473528754,0.180795589120153,0.305795204515281,0.565572638700901,0.207430518171962,0.139580422554523,0.762905548373141,0.415468727981728,0.371657996439936,0.622595270814116,0.308473471632193,0.286914173547465,0.760150158663125
0.520796078547494,0.46941725678805,0.40881208503525,0.190957541453788,0.280831848840152,0.478047653889776,0.69095256099701,0.679105617045919,0.755234121393601,0.638358354459486,0.845299798997823,0.830201086547122,0.723944899570954,0.936284797831842,0.808211282902517,0.942482955638165,0.91994021089586,0.938669513199118,0.948623243707757,0.953753133183737,0.953369933934165,0.97795113495795,0.898061806703018,0.945890226188632,0.966198010640902,0.969199217123481,0.935577319135462,0.922267005913733,0.928356622575999,0.952433825531638,0.947170347285049,0.813413668217668,0.958629996816558,0.903617249058891,0.938302757642667,0.888742493882594,0.945194960372122,0.769860493455131,0.835703307725015,0.889592855408046,0.636415638283876,0.854003054934415,0.43202724685427,0.566689384877457,0.480225889823201,0.819848142764453,0.658365917625402,0.755248764857581,0.324666206048242,0.457640109489295,0.314116410541418,0.497856826359798,0.478969572317751,0.358383696298483,0.719555584765538,0.232016023140961,0.179480172296678,0.243941455330032,0.53005722678558,0.102019673217003,0.29209962223268,0.169626237710236,0.0370628641308762,0.0920888816403589,0.135934099257779,0.0617412359781116,0.0734262851992112,0.137997940854184,0.0749295839889554,0.0494928348611656,0.0269841545921769,0.0160760802509392,0.0277357378703301,0.0457463975030895,0.0741559482309704,0.0221837615719174,0.0329715215308521,0.0911450119819597,0.0378649338563904,0.129596634111263,0.0338039764710302,0.181173209564016,0.116261261924319,0.293835674989277,0.132448939607631,0.192844115048947,0.180697179708428,0.177084954584168,0.199298988385836,0.362880584926306,0.202539855455977,0.287476118477118,0.189497852350451,0.140994976897682,0.496276405083886,0.530063689168298,0.195612510323032,0.198984055569988,0.324533126576282,0.787982940723356
0.432114299487591,0.398331254443842,0.414958351788654,0.648072937467914,0.782471668539457,0.645264646614096,0.842234238371826,0.702041548764375,0.7238375435022,0.79883185640283,0.6151710982404,0.503524740028032,0.838754588022922,0.787193217226338,0.805860691379178,0.861278461114354,0.734629441664514,0.658065234270805,0.83013752295718,0.95225828256272,0.973248191656195,0.946092597378121,0.983412747628732,0.969482598394131,0.947375282677549,0.982915960677584,0.937161127523827,0.975819721832038,0.954429646652703,0.955897385058012,0.957478953023197,0.956190962934815,0.88209784349777,0.951031405488228,0.811430437031791,0.843417766683856,0.828559302663419,0.808523930971925,0.682094932162868,0.908138270750891,0.870735345033841,0.77638510106224,0.760235288776983,0.615609259516446,0.701800678767991,0.697736509489377,0.265656925783483,0.493899286898371,0.671878827897356,0.282558652672618,0.320453831403863,0.0925593967241204,0.214805404937675,0.429642320986674,0.429005261871144,0.460069131588763,0.432550182647077,0.589709703274054,0.255255937236013,0.318390288737878,0.197864442458485,0.334252876187378,0.096038900374016,0.171272688240775,0.119915988177888,0.138525029439855,0.170095636751843,0.125998650899484,0.0235111922831038,0.010883934094279,0.0256193367731308,0.0814893902013276,0.0268904328367229,0.0158529165578157,0.0208905673146578,0.0166241436200225,0.104743954790973,0.0893491597003928,0.0291873335677076,0.0369116693323149,0.0175065316495042,0.0685064649850776,0.0685913356275844,0.065404465333987,0.225175979821613,0.463827021978418,0.331078216396065,0.478115990226021,0.0594048463174597,0.229508640582357,0.291588346478526,0.39814621799501,0.304475411438147,0.242885352668624,0.219429906272016,0.37531365903325,0.280299892652316,0.485522256617123,0.33768564783074,0.427000028787452
0.483066735093209,0.489284047243556,0.600571222911243,0.531556338493692,0.626388431440312,0.735732163060413,0.525655240938905,0.534040297092028,0.802634247369885,0.646593264407949,0.604362656509516,0.944481724442247,0.618357214390181,0.915924528371386,0.80996690610232,0.906830498951242,0.940790100136453,0.945622333935445,0.91295370964572,0.963419769149886,0.96212441304386,0.940227832907306,0.979890520664021,0.972231524585095,0.959365571806951,0.945952792466869,0.962361492326019,0.919229910253506,0.960005028513636,0.954239029664011,0.917149228606541,0.930451740714849,0.928802046830302,0.916952773697064,0.883615471575645,0.912318132412294,0.927564079145006,0.977182167261534,0.885419766566243,0.772422205210063,0.778589685399078,0.747614721249511,0.832547090216289,0.318434894966573,0.705700593211124,0.581524238774636,0.628939008210158,0.347750235597373,0.666862869188673,0.360462923870834,0.675529417516254,0.57101744674258,0.226824892562808,0.486687413700992,0.304807582941336,0.278773426220962,0.125490994645685,0.164532247452041,0.31657125024303,0.135178565593844,0.275731653041067,0.188843374548744,0.0988565041724485,0.0825450767480787,0.111309145759442,0.283167981848117,0.143829569239187,0.121803768478326,0.0950779859838768,0.0609943310601932,0.0502550111393719,0.0435993573934461,0.0288992388465989,0.0237710626546775,0.0661940268746772,0.0246737279497407,0.0270012636203058,0.0642013470824595,0.112989181718675,0.0834521454976498,0.0585795548512888,0.158884137181749,0.137685537478871,0.132329545509146,0.16179629529235,0.387001241318232,0.14323638786165,0.222307836508233,0.126116174309927,0.177966103099772,0.440694400223451,0.213093628843208,0.342707756306128,0.409767618225167,0.604029911691921,0.397337512723211,0.510522488091416,0.43333148819194,0.312439253999454,0.763136040497197
