"t=17(t0=16)","t=18(t0=17)","t=19(t0=18)","t=20(t0=19)","t=21(t0=20)","t=22(t0=21)","t=23(t0=22)","t=24(t0=23)","t=25(t0=24)","t=26(t0=25)","t=27(t0=26)","t=28(t0=27)","t=29(t0=28)","t=30(t0=29)","t=31(t0=30)","t=32(t0=31)","t=33(t0=32)","t=34(t0=33)","t=35(t0=34)","t=36(t0=35)","t=37(t0=36)","t=38(t0=37)","t=39(t0=38)","t=40(t0=39)","t=41(t0=40)","t=42(t0=41)","t=43(t0=42)","t=44(t0=43)","t=45(t0=44)","t=46(t0=45)","t=47(t0=46)","t=48(t0=47)","t=49(t0=48)","t=50(t0=49)","t=51(t0=50)","t=52(t0=51)","t=53(t0=52)","t=54(t0=53)","t=55(t0=54)","t=56(t0=55)","t=57(t0=56)","t=58(t0=57)","t=59(t0=58)","t=60(t0=59)","t=61(t0=60)","t=62(t0=61)","t=63(t0=62)","t=64(t0=63)","t=65(t0=64)","t=66(t0=65)","t=67(t0=66)","t=68(t0=67)","t=69(t0=68)","t=70(t0=69)","t=71(t0=70)","t=72(t0=71)","t=73(t0=72)","t=74(t0=73)","t=75(t0=74)","t=76(t0=75)","t=77(t0=76)","t=78(t0=77)","t=79(t0=78)","t=80(t0=79)","t=81(t0=80)","t=82(t0=81)","t=83(t0=82)","t=84(t0=83)","t=85(t0=84)","t=86(t0=85)","t=87(t0=86)","t=88(t0=87)","t=89(t0=88)","t=90(t0=89)","t=91(t0=90)","t=92(t0=91)","t=93(t0=92)","t=94(t0=93)","t=95(t0=94)","t=96(t0=95)","t=97(t0=96)","t=98(t0=97)","t=99(t0=98)","t=100(t0=99)","t=101(t0=100)","t=102(t0=101)","t=103(t0=102)","t=104(t0=103)","t=105(t0=104)","t=106(t0=105)","t=107(t0=106)","t=108(t0=107)","t=109(t0=108)","t=110(t0=109)","t=111(t0=110)","t=112(t0=111)","t=113(t0=112)","t=114(t0=113)","t=115(t0=114)","t=116(t0=115)"
0.753304458600119,0.382208287656712,0.420146775262357,0.749984089928705,0.340110602955996,0.362954092228955,0.506405935164466,0.531582433743587,0.673668408539467,0.684106701954461,0.536728844368207,0.775866397358388,0.880102200199182,0.719160949304459,0.639933986007218,0.843320768065445,0.688338411505954,0.756298807422225,0.785841792129398,0.825199706735615,0.882775649911085,0.756439897194522,0.790540569511061,0.752417936451326,0.707875999351038,0.838193702505629,0.806342809645926,0.713292222119898,0.853566234753744,0.72743626841797,0.853747945788256,0.921458635878442,0.444448682304747,0.511524619004629,0.599047463130013,0.754382634569657,0.797988320274727,0.718745221330967,0.656240712146169,0.735987135498672,0.60194107830614,0.421495194432403,0.884252978409104,0.909067032128962,0.304270985572973,0.591937891310021,0.662188841964567,0.478222820953786,0.480711586000091,0.326799373141291,0.60016945298823,0.787474439983534,0.271496587907435,0.0706702649517584,0.450054905515744,0.705710647913481,0.276698972346877,0.541284973439986,0.603359564776499,0.198561007468494,0.244180669864438,0.0894078331488039,0.274553961261623,0.646999160611625,0.164690483424974,0.658452848727465,0.094616146443998,0.0955829766525089,0.190679296948392,0.211734982495868,0.557774551642487,0.0481818960068806,0.0992901530143519,0.0384169297937095,0.108254792539219,0.0765589473664792,0.387052860276316,0.198270336869049,0.206926782114448,0.28876581442887,0.21773323326385,0.159020311586983,0.0504726541552305,0.539326826326329,0.226617725111045,0.201604997959496,0.472527201869415,0.795378119630379,0.151009694716611,0.200957003952075,0.355161025470982,0.644695189371786,0.627481689196462,0.068475936481071,0.695140982992083,0.90238366266175,0.212984617672763,0.418451507420412,0.562598259536662,0.103915927541927
0.675148236357522,0.152691171708084,0.890155015169775,0.639987216706827,0.279921295716369,0.574316482093513,0.543344752788988,0.258280393183027,0.423702514396448,0.494000670954193,0.505697305093062,0.758859687044266,0.947254102559603,0.553965082289863,0.388586272530596,0.59327869798396,0.601385362451292,0.516279772332892,0.779548594711886,0.683431718116925,0.840511175444701,0.647097978842869,0.834625770991992,0.788449914110361,0.783217110063368,0.920090435218125,0.915838564943725,0.923165642348674,0.854622733151133,0.666692635069959,0.873588204253569,0.72647985477754,0.626242879586075,0.552164678044248,0.829786711923171,0.898708350694363,0.675656306148155,0.782911090359312,0.865115842210665,0.777671253821581,0.866866194470342,0.769829145560748,0.653780572870606,0.474628231715422,0.539966221290865,0.429566230364777,0.589338936664803,0.265804704099053,0.741178351727886,0.644186517351963,0.476018916346332,0.758001329478861,0.105587281231567,0.222330607815473,0.375018505156847,0.518117268208128,0.462711327656539,0.600163572959177,0.290587414054537,0.191703929529835,0.24252987901386,0.114455552115341,0.0967570008724133,0.877312668654795,0.0978181653751587,0.368309886315798,0.18576746272904,0.041152806526212,0.234307606047935,0.133421893546797,0.281065733299108,0.425743211213907,0.0525907427863825,0.0891179226740482,0.224815322336235,0.0501793448428056,0.319802849529165,0.159023439435536,0.0778781166901591,0.351485292866297,0.298832770277712,0.24560814188009,0.223048895486257,0.224224055543668,0.46211965957907,0.210702122432425,0.367470509478985,0.148578432002526,0.26933049744146,0.154465537918818,0.449172477044246,0.465602730117241,0.378747321397769,0.0359645694323266,0.236294920698345,0.945409922773743,0.222501355934294,0.666791858572816,0.535227815196291,0.334374036966909
0.643198286806676,0.321688846649062,0.535541396895732,0.711605902036787,0.27076710669342,0.455824970121888,0.639445676654679,0.825174326109914,0.694879996321298,0.743195087402776,0.479697234496078,0.804377005208239,0.842067026661289,0.872933122254253,0.436397350327486,0.924963931811459,0.693197436631572,0.862683041890231,0.521189804102987,0.88408140639461,0.785461385485676,0.929613541404544,0.881469477770547,0.810920760417327,0.70851471112853,0.903973716932263,0.882609375063861,0.904088514157019,0.914300761907494,0.739585085284291,0.881732750425249,0.783050239299645,0.315720544639897,0.69632651171464,0.697958069976673,0.868330212035093,0.850083946884954,0.583356641582752,0.951190754529877,0.782779757806479,0.686958724042356,0.659310801951694,0.646852526007807,0.892833340976868,0.62485445717675,0.256900145694003,0.515235103005876,0.434308544487521,0.526836372050334,0.616350696470477,0.569319865947736,0.831505875455745,0.2195763064404,0.110706578226424,0.316102357503719,0.626441531247188,0.650882750201444,0.638502644519251,0.21898202905428,0.246601315550433,0.390011219033214,0.0770400618300627,0.0786688701036915,0.685402373611174,0.239939342336192,0.391601640982496,0.0683467447208182,0.0284955312780132,0.384806299767256,0.173914230349778,0.467962866349397,0.490104432182359,0.233809318094809,0.137403424408512,0.111273440964296,0.102552821526669,0.534111067086633,0.164760771451829,0.0952653107620965,0.319040999081737,0.572232467049854,0.201716140383602,0.150688097732843,0.095739890169449,0.32361358735142,0.091236600070877,0.448299884318689,0.260987914798452,0.397518520332385,0.39777193013642,0.0875696334710013,0.61733214558566,0.390582909122535,0.103316867540681,0.429172248211265,0.614681493807594,0.192878635352868,0.466992941170825,0.752467327178792,0.116925848171721
0.108371687295415,0.210742488974824,0.534498489174524,0.657291557008425,0.146701148561566,0.412415817655223,0.693270927547189,0.654321812931914,0.551229939109338,0.705252960119778,0.708690685816747,0.869560930039443,0.730458929941075,0.867214748584962,0.540264838935891,0.688186344476195,0.823580475291672,0.743056125279742,0.874661411650269,0.566465519301635,0.863480796848263,0.813331688229691,0.877107070092231,0.642516593518821,0.8990097323179,0.847419029229612,0.869097330503117,0.834536456135976,0.826791677271026,0.895684307089679,0.904643387173796,0.723497253885924,0.430977297279637,0.823690544856441,0.814041991070398,0.824000129756983,0.921218393787541,0.518974000763793,0.491220158090371,0.659849788077841,0.771241765520394,0.598589108302185,0.893623830307912,0.832688912361789,0.468120899290134,0.535051119919019,0.619709547618942,0.508277635532819,0.706742797450358,0.567132413426145,0.430617972354167,0.929714249757375,0.472682430712367,0.115336124858176,0.37627591904139,0.574435504726765,0.477982543245094,0.866516173889962,0.364863504258123,0.184685459080909,0.459886251322711,0.16084494330645,0.0799580151734135,0.666208435055384,0.162075518082225,0.557604479423349,0.101866139713414,0.08716227896269,0.470407601251744,0.0764130350648439,0.565808179732398,0.325114616374449,0.208826113179274,0.0687520584684712,0.0523593016728907,0.170009968109779,0.302964331023443,0.418030220634498,0.0868885267299469,0.143589800986733,0.450832833443245,0.0481759234890269,0.187629477429295,0.185911538981324,0.815871337784696,0.188669903390852,0.249416368429912,0.0970855441836306,0.290514774424394,0.156706942117781,0.431588631828141,0.840585998342807,0.637400389607249,0.110152564874114,0.362292904094646,0.792320465334091,0.283563798459327,0.603174487957146,0.764938119939433,0.544490987953742
0.455351332981225,0.326726119150982,0.50558873055482,0.507171909275902,0.258874766769048,0.318063775956732,0.371210596768057,0.698702086012824,0.569541940954555,0.797969493097561,0.471854871453576,0.527047429755105,0.876933674178867,0.827577369260081,0.758395026418717,0.77599015318682,0.431056549872986,0.849982504108117,0.858307439878413,0.72901354575865,0.921850433455213,0.914245376697703,0.907688841711951,0.852528243714347,0.488107951269983,0.904641811956349,0.900958911820684,0.800485247045597,0.827996277709146,0.912632687358138,0.928647523051914,0.684574295168014,0.586645038620579,0.567310446748405,0.908099137749329,0.738994805108546,0.84181110608347,0.821750583298948,0.775368616256768,0.867958883882147,0.686496432633287,0.591263610516186,0.531168262111464,0.899199970706502,0.434053693005075,0.217234245100657,0.463788270786584,0.190413764422838,0.58098148250393,0.505728115798493,0.721191802741379,0.752312562592313,0.380954974156333,0.180716750314113,0.369890465017264,0.38615948689553,0.436495236109767,0.821934255665356,0.334697936164666,0.130337321153433,0.485735512735454,0.170089044518906,0.156960243988407,0.764978245397423,0.25911460650792,0.824290138508996,0.0810524628253898,0.0144476167900721,0.184370310796304,0.0320728043670998,0.399776669895928,0.39210837561294,0.231297586830926,0.0463007519141021,0.0398693517974294,0.201337651219309,0.0976899486998558,0.108328627333627,0.274839969019221,0.213981238291169,0.631900185083982,0.0717787988865435,0.142602960721279,0.174187693388541,0.372006222338537,0.475856837876908,0.274496511158201,0.524469640609629,0.12499065492484,0.0696430094307864,0.4106372429665,0.779643381548208,0.32881739011223,0.0859808270443226,0.471064483702285,0.686094568612665,0.0796086464986848,0.489569072355785,0.565429845415526,0.148638657602151
0.47659202706434,0.306243845405208,0.560216189795293,0.161905914039497,0.413553438451903,0.276512625331165,0.414566423122354,0.590429140771127,0.770291187262875,0.512940018877207,0.20537447560834,0.886471050999424,0.811012132058459,0.893662049302596,0.777629797976522,0.470317095126408,0.815944758064586,0.42602039579476,0.803492828748532,0.918085642349705,0.72597111652762,0.815481292664669,0.826013465825017,0.495368341203932,0.748810528318407,0.709243263763484,0.932060300567469,0.925094160471417,0.887396852335567,0.82814504994415,0.940929239410516,0.78416597697599,0.673309652081626,0.717776122247985,0.786503776094128,0.937755735824243,0.903492411057255,0.351301122239921,0.874725423405457,0.568821326152816,0.820993547728634,0.767596531781248,0.815343445481169,0.711735307356634,0.229952440262942,0.370912366318185,0.634225456477486,0.30140409649114,0.436199119392885,0.429881661610152,0.577010171567043,0.768799437929518,0.423179694341108,0.084424334694582,0.339604547697165,0.49520079663979,0.465234127697441,0.646007016447865,0.35420057975448,0.24528657056773,0.318550587245551,0.100531676971509,0.0681380791239492,0.598925568071045,0.344287858926122,0.309875370225836,0.0669895165467626,0.0797814650783794,0.117429090206577,0.0918326359936829,0.541107812135148,0.0607311904318758,0.0962171179026942,0.0375029263696457,0.111031786687217,0.0729338007595756,0.422102542781515,0.137600455778041,0.22759384246899,0.09467174576584,0.127163896197736,0.11108314542392,0.0980888205382409,0.159839931053831,0.541323909049543,0.139713882479586,0.451515376912856,0.31890797950473,0.386523104896243,0.431526519224318,0.480069345505972,0.717041373845067,0.426652187170972,0.0618328840915898,0.489719886083009,0.705392023291049,0.0781219831058281,0.445567438155298,0.306054210937004,0.14638777062424
0.531524688475763,0.408993458134661,0.430985961127838,0.444272083228286,0.178162131168134,0.463790989857952,0.638525949878705,0.563882605740051,0.7740022557498,0.540328513571772,0.268673145220258,0.665600724002777,0.962557399357581,0.632063834554454,0.762192703391924,0.926136321470076,0.619628016429218,0.786228656396733,0.764960820038143,0.837083040548886,0.646738217707865,0.61812616850766,0.86982419588822,0.652715631773733,0.878713850251223,0.740736316563565,0.930030794288751,0.903140638528136,0.866822871746755,0.848266202285222,0.898580575385887,0.744498465515058,0.690378914953331,0.824836594679956,0.875871262409405,0.920987388751889,0.801641887338661,0.759580126452136,0.729286157198564,0.847039708287172,0.814183848233494,0.70377759345556,0.805656890428039,0.766952542486362,0.238594956640578,0.148902639197711,0.582241385312756,0.387537345528161,0.313206738506887,0.599345765305579,0.493344186661568,0.869531108913093,0.324832793643061,0.12518979550591,0.149998180896641,0.422318945030204,0.438731969600358,0.822781598523683,0.343525691274274,0.135508449379622,0.569960667214972,0.0669666826398299,0.227559626508311,0.811840940244626,0.199045990400107,0.867272116043665,0.0609806647856502,0.0457014996246094,0.371577913888063,0.126611146837127,0.446970575085744,0.265089101997782,0.167255964559398,0.0649973170047166,0.0240134780385341,0.250069169967984,0.714093082225323,0.317433881498144,0.0803207586582877,0.115170230339595,0.204628300312921,0.175272441123915,0.157316154401136,0.184776200659527,0.434896215703098,0.182805142163993,0.698812288959574,0.379766648724976,0.189321590550108,0.26128932466785,0.665982445363119,0.435337310129096,0.502177029944716,0.27231433887539,0.358291257158384,0.713532998067176,0.269906182415494,0.466800481269957,0.32097419790562,0.187957571030804
0.409998757529003,0.251278021456095,0.756563798313567,0.551470668864901,0.146735436467763,0.243478715083862,0.512593374610475,0.489414992848119,0.617716725935332,0.600506067790191,0.471219228962473,0.567347697037196,0.87653940876948,0.685924019290913,0.413415447671665,0.795761338494579,0.605359775265399,0.664783573400643,0.665862408271019,0.870076610668382,0.800217969788731,0.916956001576617,0.725746621027681,0.824539732599806,0.850206249551939,0.765328548497885,0.947283286707523,0.965344129966043,0.842074619874996,0.790195054965437,0.682065176871352,0.83659478833634,0.137741881160297,0.387016424678657,0.825857422871301,0.93576512063711,0.752793899798389,0.711984788086018,0.71645339422197,0.765928042950568,0.520918017268744,0.809876857471529,0.844049195127519,0.498502717554176,0.623884074589207,0.496330600402875,0.629750157201643,0.375096229030385,0.483444205699321,0.440578780737825,0.521756581818714,0.908047154354153,0.423073733546949,0.0540497588324268,0.188284899888062,0.605138476802255,0.422875387996017,0.869540536519068,0.422301608405225,0.288844010584888,0.238445703508238,0.114750194031975,0.12712481871221,0.608146774417397,0.0364455134888956,0.384329382978034,0.0756794000217669,0.0662231758957165,0.472806344835011,0.207866180409333,0.395047520523462,0.117061324368718,0.232403905014103,0.151337349375636,0.127557012811195,0.162990670252669,0.359856270396444,0.203552037204658,0.065991331649892,0.0542056654661379,0.518690086418336,0.174356239846138,0.100158152819612,0.0635223367489528,0.179180552017118,0.0736963356920917,0.598122376330127,0.329422995653189,0.0878920096212331,0.204229400203342,0.50722920193368,0.696865263820631,0.924975365704887,0.0557905090548929,0.133031814103105,0.826366416171278,0.183789892168605,0.667615233095706,0.407305650863662,0.25942012527069
0.65144968623561,0.216777023910733,0.728156802133251,0.309858164336458,0.208489835541855,0.538464353492387,0.694239996810619,0.300151208667019,0.590658047103691,0.634619193650687,0.597967064386073,0.677969129944266,0.898487655558629,0.545814910864794,0.378850568557136,0.666416303932361,0.484451484505463,0.755479095763024,0.838173491751147,0.576577458862736,0.848835451610897,0.757554038411745,0.662827784511627,0.636693002981232,0.935141145323149,0.858673932093362,0.958485214533704,0.894091440707342,0.893228459100699,0.559082724301005,0.815403625770613,0.76141641574515,0.551642572443715,0.723886864777748,0.82663289356263,0.845688952388855,0.790199786685495,0.744226354439031,0.718956111676532,0.754478344183352,0.584723440454178,0.696832302937424,0.821222236236066,0.764501763064264,0.206455385495751,0.549687092984374,0.44273746345448,0.485012383569456,0.457853107476683,0.536186215526461,0.677053765432347,0.867145294225706,0.337572058295753,0.119583211576071,0.614572524192271,0.210290258436169,0.485249611489175,0.898438894109212,0.284023204815657,0.197806097206949,0.5374026411534,0.279218260535489,0.0423609190692846,0.813624355246834,0.317369145058683,0.25597324237561,0.207334483156975,0.0986516903944166,0.316455084998745,0.17109565539392,0.472146590679719,0.28091632133063,0.0860959898312811,0.0409552772587914,0.143986142082223,0.25172658222954,0.325751618973508,0.470352469192797,0.348203624489431,0.289485084888376,0.211983387542805,0.149422318706664,0.196275965249045,0.136676264356147,0.170536470259131,0.47905925326814,0.411055682009316,0.135686428971923,0.221039896757313,0.112569795550942,0.444227032060376,0.623789106028939,0.493879827559042,0.125607861812435,0.415528255057296,0.798968868652754,0.213407408947799,0.490610938916016,0.783712073601129,0.0922668945799139
0.316657120682262,0.40455189769653,0.757945445425222,0.548028656229491,0.0948350274115099,0.458991426249584,0.559355923609989,0.51338003486801,0.496181310202634,0.500050529951725,0.502921181526973,0.639968117862848,0.957166110610319,0.795025235187382,0.500046213774685,0.61772523392003,0.779612222820777,0.483526346653043,0.833998828415191,0.765633939042014,0.785444539901716,0.857361264509901,0.821379965716103,0.621509438721254,0.897883166293654,0.91866459899617,0.9460316101545,0.914716747281108,0.946239274757393,0.7680086830962,0.852859643536971,0.685182058327661,0.863700105056059,0.551016285183976,0.831943895944056,0.96570148594202,0.937942165724813,0.632260264375248,0.707355716377114,0.720706934515948,0.826423705034871,0.578844913865455,0.765933488278045,0.631736401244062,0.384733449157426,0.467977757963153,0.487162204073746,0.164500780712672,0.432691275446461,0.391377072445431,0.530906280349438,0.850709248855902,0.526747229968164,0.142450233911025,0.513544122592107,0.45266474594156,0.480312301919105,0.734983111417873,0.127680960806592,0.243454314541389,0.335941150410083,0.266012185062235,0.0264417112439832,0.688110723087893,0.200834101399355,0.700564133196983,0.0344829717440573,0.0907517891121392,0.293728445252474,0.090328493557056,0.438756894264551,0.308830269174881,0.20958185932557,0.0537509481738951,0.0875827047888929,0.0295281036455272,0.339654015782816,0.318707100973052,0.140093431995719,0.0713228269507611,0.146911194773096,0.223740172738388,0.123755295919968,0.277562970673316,0.312219821796786,0.106384499988693,0.488581874898312,0.367560499708818,0.412662460700502,0.397784842982323,0.191402887832489,0.639373416353998,0.269566027464997,0.270126162726588,0.506119594043991,0.654036454712558,0.476505192429773,0.690181668677155,0.703640327396901,0.385371154857646
