"t=16(t0=15)","t=17(t0=15)","t=18(t0=15)","t=19(t0=15)","t=20(t0=15)","t=21(t0=20)","t=22(t0=20)","t=23(t0=20)","t=24(t0=20)","t=25(t0=20)","t=26(t0=25)","t=27(t0=25)","t=28(t0=25)","t=29(t0=25)","t=30(t0=25)","t=31(t0=30)","t=32(t0=30)","t=33(t0=30)","t=34(t0=30)","t=35(t0=30)","t=36(t0=35)","t=37(t0=35)","t=38(t0=35)","t=39(t0=35)","t=40(t0=35)","t=41(t0=40)","t=42(t0=40)","t=43(t0=40)","t=44(t0=40)","t=45(t0=40)","t=46(t0=45)","t=47(t0=45)","t=48(t0=45)","t=49(t0=45)","t=50(t0=45)","t=51(t0=50)","t=52(t0=50)","t=53(t0=50)","t=54(t0=50)","t=55(t0=50)","t=56(t0=55)","t=57(t0=55)","t=58(t0=55)","t=59(t0=55)","t=60(t0=55)","t=61(t0=60)","t=62(t0=60)","t=63(t0=60)","t=64(t0=60)","t=65(t0=60)","t=66(t0=65)","t=67(t0=65)","t=68(t0=65)","t=69(t0=65)","t=70(t0=65)","t=71(t0=70)","t=72(t0=70)","t=73(t0=70)","t=74(t0=70)","t=75(t0=70)","t=76(t0=75)","t=77(t0=75)","t=78(t0=75)","t=79(t0=75)","t=80(t0=75)","t=81(t0=80)","t=82(t0=80)","t=83(t0=80)","t=84(t0=80)","t=85(t0=80)","t=86(t0=85)","t=87(t0=85)","t=88(t0=85)","t=89(t0=85)","t=90(t0=85)","t=91(t0=90)","t=92(t0=90)","t=93(t0=90)","t=94(t0=90)","t=95(t0=90)","t=96(t0=95)","t=97(t0=95)","t=98(t0=95)","t=99(t0=95)","t=100(t0=95)"
1.08535837598874,1.10377720425439,0.964336329505163,1.12802197435064,1.12749743692743,0.944780046035651,0.921064976439685,0.918127765092013,0.971640286730397,0.948912987226858,1.1420018944933,1.13115841259262,1.23916055289873,1.22350971632165,1.2385571259562,1.78291308510585,1.74334798244899,1.88748329632375,1.85801112488257,1.92138348701474,1.44973049668655,1.37983716273851,1.31093844328977,1.36690489113237,1.15031963517991,1.59072242582325,1.4031623965057,1.15315955122578,1.14015169223697,1.10141289908332,1.51072581940202,1.79542757540565,1.62493579398793,1.4196258191854,1.27165943204823,1.23599381540133,1.17069092954282,1.20756732757963,1.06809091249332,1.0769818469546,0.865168915554412,0.607330527461793,0.760797442412778,1.0171530907565,0.907915705967473,1.24972611301641,1.33848149313672,1.38688252148422,1.32529774908927,1.09493314301904,0.884546859269002,0.900746660576424,0.757754109902012,0.525764066866964,0.561540464449723,0.848463219415148,0.665630266971477,0.478982417011738,0.756626300504235,0.736647922839849,0.490540249531264,0.341475901982043,0.616914198030052,0.556724427021625,0.500447138209521,0.674012519100768,0.683833174870765,0.74411135435467,0.566128819888651,0.659536514757688,0.0939864581873962,-0.178569938978693,-0.295531942522991,-0.431471420280445,-0.452935509968114,0.118244410030555,0.214925990983528,0.232245087134486,0.236402965666777,0.414074253485637,-0.0305232242923738,0.0142600653187015,-0.177583772774893,0.102103824068139,-0.0351295521334419
1.02248818002331,0.83482747392444,1.10983014939273,1.1805662458897,1.12955240419151,1.10143740692129,1.10372684695012,0.874371023008296,0.729898963519438,0.558570337627026,1.11794410462432,1.08931072295101,1.36387853927582,1.21049285375036,1.02904954340849,1.53009971830199,1.41805312804181,1.35403361314049,1.32251243459585,1.23339701567578,1.37946580917214,1.20514739131577,1.19672787303798,1.2951423004124,1.16059442033177,1.75295850909946,1.75942697801524,1.83023632007272,1.81222324431662,1.70685463453321,1.54593051258152,1.52091594343405,1.50428528287525,1.33381784989524,1.43265229603194,1.45550320211838,1.25447712545753,1.36242959739132,1.4767553922016,1.52973909501138,1.17692482620312,1.24413728267091,1.08831434156773,0.815836951586816,0.917829448442762,1.11149823526848,1.13535754313883,0.988680673377872,1.17256832528804,1.22728768885235,0.775596900209687,0.756732285012774,0.36991444491381,0.414944324263647,0.387383710376334,0.681030647178406,0.670443701016075,0.533617763839082,0.543321523934518,0.516643958324078,0.488715221952729,0.394920892329132,0.420277681777809,0.618814373654839,0.449347952692659,0.450361731796569,0.604673964444896,0.50499607653773,0.376082500868276,0.371919351580703,-0.115108823688688,0.0960404704094851,-0.147357426322702,-0.124416070466529,0.00758455386617019,0.037014362486068,0.0813409523121871,0.0513679789037107,-0.148020147174323,0.0863230359999067,0.0465285951416601,0.1890851443266,0.302358533966625,0.321436427694818,0.378131856367393
0.999237235911091,0.973967529096349,0.915050929487009,1.04507211933698,0.987285444957463,1.01481807161409,1.09223521827401,1.35854125476474,1.42652481767078,1.45420637655378,1.09782102534676,1.11998783441442,1.16873001087894,1.3399249071999,1.1949426521859,1.94336751989535,1.90667492657648,2.18886649923815,1.91389401689455,2.07347979035255,1.30776219344314,1.52806870391694,1.59477012394629,1.71762371619909,1.49816052126062,1.71205088013495,1.64363047104861,1.66561378023668,1.77336205753906,1.74120389874488,1.56175925002676,1.60045771339214,1.31940882745679,1.2785764592476,1.22271295126337,1.39411354164715,1.40266336831779,1.31160821173989,1.66061392362098,1.71808429215139,0.944685286789106,0.896405182760782,0.737456313815161,0.954193203030985,1.12897339306033,0.947354168172584,0.909032858586406,0.924140053032287,0.906666628892264,0.938303170440619,0.856972617761218,0.9351125358016,0.731804558007207,0.601735070890599,0.518100848392136,0.773807906922757,0.924643980637993,0.819000320482795,0.74859321890197,0.785027789235088,0.629501439020842,0.446408793654382,0.426412103449012,0.400725633336661,0.434621927305486,0.468855804703534,0.416260551677134,0.250564156040436,0.251834561315238,0.304839253905393,0.0296397498423819,0.285930841414741,0.347898777097439,0.453161445770643,0.428404056429311,0.176084819958753,0.379685725613182,0.354391813742065,0.192126854144856,0.396429573575285,0.253385388715798,0.347911711729423,0.372037866926048,0.206767456393336,0.157878454476604
0.558574462611031,0.44144551528023,0.387139223010425,0.478381579827213,0.289864026024453,0.982684201666812,1.10553974833637,1.19801305504985,1.14894399260794,1.14334775501159,1.28548050082738,1.39719127251429,1.31748797219251,1.47765246873051,1.41106378056349,1.61028787835641,1.71975030810214,1.85014202911004,1.94930279562824,1.75261542597499,1.41538504933297,1.41337567638241,1.47291614779669,1.42094094257292,1.46872634848843,1.60486973356623,1.51219126320755,1.40666919894797,1.34951928486972,1.55142944776847,1.6120286274257,1.58323766959074,1.40367837502944,1.50858209390833,1.58328664064481,1.32322454099458,1.48351293266125,1.33723657023507,1.05282080241331,0.984883786491701,1.03637691507719,0.931055963226388,1.10186864973364,1.20232123355106,1.23943817553742,1.20090648220194,1.25088256124214,1.32568339481231,1.46931642712131,1.45139605265328,0.73582136969947,1.02733567306784,1.07032760270402,0.946399075244389,0.914637388300739,0.728511040782764,0.730335829000814,0.896395149194602,0.971400870500208,0.93114913311022,0.687816350686787,0.671241297372183,0.652486828865173,0.608012775995281,0.547621167715696,0.594537252255738,0.620069287361591,0.662881021622659,0.7226367074032,0.604001558939438,0.099811993230517,0.231455734232801,0.26780979456466,0.236185079918694,0.0665570686922336,0.28128889302031,0.309015091847334,0.518597950656613,0.336256769605031,0.351191965298671,0.165083352024402,-0.0311188235839905,0.0447825096418705,0.023355218004189,0.382117124220559
0.873686053176469,0.853524845037936,0.775340065299458,0.753834474374341,0.688138191919478,0.908413130692651,0.782239692194634,0.916543316720735,0.884576721962519,0.976630743816735,1.09173959428495,0.866954988187361,0.972085502691252,1.07760813174481,1.20287511226042,1.69757824295946,1.44829570916552,1.7146123350712,1.78689049488222,1.73752205527976,1.5380723131489,1.71335066889382,1.8346539461979,2.01554521201535,1.6025888904212,1.71361906009771,1.68398981636683,1.5296206822014,1.47299781573253,1.71439911360046,1.6779863958769,1.60959149633092,1.55813722560681,1.39979064017488,1.6448978739713,1.21915566846745,1.21620554774913,1.37580214061753,1.35944497518862,1.54754339815611,0.944226427142923,0.833281142573627,0.570842843438138,0.804189665981712,0.816119096353339,0.901029459100322,0.819374096703603,0.58432954691448,0.617161527561088,0.554499912144781,1.00261789732368,0.974862222035887,0.938133825298601,0.923987092576234,0.886779354477879,0.569153273974569,0.537410731981307,0.634729259292171,0.685307673566394,0.564363902117386,0.708931846499776,0.705604939498723,0.837145750793157,0.883069673488636,0.931426240453495,0.840323701757315,0.817580528654639,0.524149907018391,0.34097373941126,0.0626083383781982,-0.0199996279755574,0.165218800148192,0.225856502934675,0.119598667681688,-0.100201659770851,0.318711460405198,0.0955240277169867,-0.0147547245216001,0.0598428806772892,0.16618236959039,0.298490558950494,0.177821788403918,0.191890848125273,0.154465868649676,0.14504268704607
0.887636128760597,0.851463740447257,0.810763132068252,0.496382073132785,0.557710050651105,0.872223666110098,0.780256353516224,0.824207728242818,0.971897954040319,0.812511824056333,0.851851483873831,0.997812158458908,1.00746161479078,1.21828812443831,1.3627994928933,1.4339773101281,1.53503043668245,1.39789333526842,1.39491299949648,1.63735081920352,1.24408022106284,1.24662119279396,1.22542963760591,1.05349764717278,0.882228478748681,1.43774638983872,1.49454915175342,1.57367335566935,1.61926321780234,1.69848138780862,1.72013249900903,1.75861754784934,1.78193626746493,1.75781423496418,1.79414993752432,1.5650620706423,1.6765288687908,1.38442661593106,1.51643327787021,1.36199828150497,1.10209408634154,1.16735078837386,1.19639615902842,1.1426486858628,0.951301116184692,1.05990897826967,1.12448814457009,1.01513966378201,0.918906867847688,0.78747047898929,0.863792712851349,0.856912209828438,0.858862504991929,0.665614883628026,0.60349912603022,0.661890286639625,0.653627015780437,0.557462692462448,0.626419792539895,0.662642089089443,0.565748991776949,0.441974581052521,0.391361162801235,0.294784317185935,0.425515773277937,0.401507567395396,0.34566611775439,0.37400206223561,0.0977082854219323,0.0211852443640192,0.081966853736989,-0.146554732920084,-0.270119166497313,-0.410794278146197,-0.42735175939425,0.108793880854589,0.23180914860176,0.169554968876359,0.1964781229853,0.126475823423672,-0.147593197992801,-0.176756425516952,-0.236434596292296,-0.288446023057756,-0.167767427237004
0.923579732620959,0.96239540247209,0.831930051986518,0.765698739255062,0.615381412653944,1.02064640840055,1.09726348677729,1.11736063524194,1.26617335966896,1.1246751888798,0.919866663208548,0.806546078899368,1.15055455287472,1.06048709019163,1.18990964507118,1.94666212002556,1.84555111722481,2.02230559210363,1.96754682953986,2.04691178243187,1.17133533780511,0.974219402396293,1.02482983181343,0.986382562695382,0.996580912091865,1.4698568462236,1.5198999602732,1.54087875200202,1.54696477957511,1.65776089618141,1.59776704238582,1.59152841884736,1.63260529567558,1.73684925892895,1.90855524610758,1.5119690560396,1.44866825882244,1.52705171780004,1.45695262709668,1.60767331028881,1.09234298514897,1.08675755664982,1.10293720381389,1.11294889041662,0.932108934915537,0.803752500567982,0.824471883011069,0.799387471439435,0.59228230149694,0.611692820190872,0.790648009176676,0.934109365546836,0.845271518575193,0.742812436844816,0.457790005299908,0.600509759163354,0.570364066395145,0.668555167549596,0.726823370073955,0.614541069307747,0.777893274709281,0.562967128545655,0.786661973045747,0.886249135754483,0.870250287361091,0.902294441999477,0.823152843730092,0.740839777650297,0.72716398164701,0.708725969424049,0.0145385967215025,0.0951229654509815,0.0835873904390287,0.0430288556595902,-0.270079642576421,0.369132635293972,0.711163746512135,0.837954740607356,0.63680606321461,0.602432035876886,-0.044753857255347,0.0213589098653193,0.0580081646153477,0.0350735602487188,0.0745609439974325
0.843472692200179,0.761812445452326,0.874106460660066,0.882726721981763,0.690214233667367,0.840989496695335,0.822918797609499,0.788865227710447,0.796591814846897,0.706402349626883,1.09124624797403,0.897256939539685,1.00140693444342,0.958110169233212,0.798960080347414,1.72034215613484,1.60966173272176,1.66643754308782,1.51735491466983,1.65467445081942,1.32545423257025,1.50985726620921,1.36789903221835,1.51152452437394,1.46677702638079,1.49673339146588,1.60791124293088,1.8534427204024,1.81487603142741,1.84094433372787,1.30190360878684,1.41600201163931,0.919981315234833,0.617510153612858,0.717774378285927,1.55810845223194,1.43528750512981,1.46258622432815,1.3796322191822,1.41942896354779,0.794736578272828,0.917852761739935,0.993512050947204,0.742880455193253,0.918896952428974,1.16820241746771,1.22760879027751,1.18730131144091,1.13005275854326,1.00588023719735,0.815317541560079,1.0431418942625,1.04313727595457,0.749336744016363,0.521035636075135,0.755009762189097,0.709725102757947,0.881462276235286,1.0057308610538,1.08324904469493,0.484163312312815,0.390998187162007,0.477125745017236,0.386959904904697,0.0215647992792709,0.46312794558362,0.430597599545361,0.422249641316193,0.486130175141663,0.576166793365376,-0.0235249234636619,-0.122145963006972,-0.0575146540106091,0.0720125167181462,0.0789389025384295,0.272170257335711,0.346354546823093,0.368320687229613,0.133278970928326,-0.0460662174067488,0.214291844528576,0.276662283865511,0.216666428968178,-0.0284742818337499,-0.218077247670278
1.00514345703299,0.889566341439068,0.975234458391439,0.806681182053618,0.690461293134343,1.07502845656404,1.19780918368805,1.0071200020106,0.990911423136075,0.926171292372688,1.19031873334553,1.08490758652729,1.22812401438171,1.06988464139813,0.881975363200213,1.5909953056589,1.3851578155724,1.53199513892752,1.57485109948994,1.39023908477631,1.39195791709344,1.32385062673341,1.12367778161463,1.07008088609864,1.21955037492763,1.62311374055062,1.78407237070268,1.7819370898799,1.83788280988693,1.63756635709457,1.45256731685036,1.4667275095425,1.387510576124,1.37358723644298,1.46741402572661,1.35581353552868,1.27937155411485,1.34226072361019,1.26311282281078,1.29073796386877,0.849929882347593,0.839642444983216,0.880534409563347,0.889783223224219,0.671752185700002,1.21334011006394,1.11050403503303,1.16695592189972,1.08794045120101,1.04687094283876,0.957031365026224,1.09433829433823,1.01616946883572,0.901233562003187,1.07178805220644,0.389707960498525,0.401039386296587,0.634534384182331,0.636695239642647,0.616955219446146,0.751063031351388,0.875288582738994,0.720970772074673,0.823424902108034,0.925970278575934,0.351704415324739,0.531906188491139,0.599946899784481,0.544001356921049,0.590555196459547,0.0326379194912566,0.127352986149294,-0.0209967258553465,-0.147752222319347,-0.113434246891866,0.37072226661849,0.416617268906975,0.663562159523498,0.793868549873122,0.966605172625536,-0.0366875551244114,-0.00519133465219316,0.0805949427463981,-0.00819039401447055,-0.208921015268684
0.777259973231622,0.81445424689035,0.927503632885783,0.933158236817171,0.652359016469434,1.01713662046532,1.03231281710996,1.01439222998096,0.92470100708069,0.756011666028648,1.11579626707005,0.979112834605553,1.29537144283226,1.35747180292858,1.26125842000249,1.54992186666874,1.60539439152124,1.51354260640979,1.55050449375139,1.54267777432934,1.30774251552765,1.37099689506888,1.3421123923044,1.27315757888039,1.31990698624461,1.74905118859676,1.85265755688781,1.89915078148252,2.10882184392429,2.10515258637758,1.50924544752942,1.44312442105311,1.69919271661494,1.52581994000593,1.62592677117946,1.69445674201079,1.90457945431674,1.8513774739008,1.75518829847254,1.74080878640154,1.11007967500329,0.986459695990453,0.952374405644059,0.821452275426693,0.789940743339372,1.14425372801661,1.08008987306179,0.804709684477281,0.707528198537799,0.543911666785114,0.823280275371333,0.93270824680179,1.02283060979614,0.949346105610592,1.03377212850984,0.626257144738496,0.631066773994355,0.621865570764098,0.420954922413199,0.457224720764305,0.581832050459875,0.694361095083259,0.445412662273318,0.421910727894547,0.412659574972921,0.710215087011701,0.524055872463726,0.575729437489158,0.500881766574398,0.41707948014589,0.00859585705263475,0.127653575478422,0.165869259156251,0.0883303369337154,0.019460151819237,-0.0624484985376556,-0.000933140809743833,0.134042448544015,0.0534410532797467,-0.0715783926132247,-0.117349279499764,0.00475149340303245,-0.00919784381861144,0.065047404022835,0.00799510135946933
